OLS,0,0.5481553077697754,"[-0.05641403  0.2045066  -0.2786684   0.04258093 -0.13245595 -0.02498904
 -0.07341998  0.11288518  0.04367145 -0.03371753 -0.01590342  0.01629774
 -0.03170216  0.09621067  0.1001188   0.03801021  0.01125071 -0.1082947
 -0.02605204  0.05626064 -0.06587858  0.10503986  0.04913665 -0.06172792
  0.10267869]"
LASSO,0.13,0.49693894386291504,"[-4.15533893e-02  1.17297836e-01 -2.05867648e-01 -7.03968224e-04
 -2.71700900e-02 -6.84642117e-04 -1.55071251e-03  1.45594217e-03
  6.40535029e-04 -2.84419017e-04 -4.53304616e-04 -1.76289515e-03
 -5.76379709e-04  2.95950449e-05  2.95705125e-02  3.72153823e-04
 -8.42974288e-04 -1.42654427e-03 -1.35555211e-03  3.68798093e-04
 -2.67414954e-02  3.82328629e-02  1.29822374e-03 -1.23641733e-03
  4.62133996e-02]"
TGR Setting 1,0.03,0.48041486740112305,"[-7.73345213e-03  9.44755226e-02 -1.94934562e-01  6.84492197e-03
  2.77017010e-04  2.62205023e-03 -1.01399724e-04 -1.84731593e-03
  9.24431719e-04 -4.73609753e-03  2.95848912e-03  2.08413345e-04
  3.53534124e-04  1.33710878e-03  1.93584419e-03  1.35202904e-03
 -2.33454956e-03  1.26713910e-03 -8.55404302e-04  3.76853975e-04
 -4.37138528e-02 -1.81374024e-04  8.79822951e-03 -1.98463444e-04
  5.39092757e-02]"
Arctan,0.07,0.5576052069664001,"[-0.15922172  0.03857215 -0.10879397 -0.03383696 -0.04462855  0.14898263
 -0.09967201  0.16944967  0.14151101  0.02735431  0.0705765   0.03839293
  0.12710132  0.08768465 -0.18267842 -0.13382599 -0.08374155  0.0170348
  0.18959074  0.06805499 -0.14181331  0.15513356 -0.01336114  0.15531509
  0.04046245]"
TGR - Setting 2,0.0,0.8364686965942383,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]"
TGR - Setting 3,0.0,0.8364686965942383,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]"
